mut_type,word_index_list,mut_sentence,mut_tag,instance_count
Simple Past Tense to Present Perfect Tense,,"Any question as to why an author would believe this plaintive, high-minded note of assurance is necessary has been answered through reading this book about sticky fingers and sweaty scammers.",MUTATED,6
Simple Past Tense to Present Perfect Tense,,"Bribe by bribe, Mr. Sternberg and his co-author, Matthew C. Harrison Jr., have led us along the path Wedtech has traveled, from its inception as a small manufacturing company to its status as a full-fledged defense contractor, entrusted with the task of producing vital equipment for the Army and Navy.",MUTATED,7
Tense Mutation - Present Perfect Tense,,"The book has revolved around John Mariotta, the founder of the company, and Fred Neuberger, who has become his partner since Wedtech's creation.",MUTATED,3
Simple Past Tense to Past Perfect Tense,,"Although it had started in 1965, Wedtech didn't really get rolling until 1975, by which time Mr. Neuberger had discovered the federal government's Section 8 A minority business program.",MUTATED,5
Simple Past Tense,,"This was a Johnson-era, Great Society creation that mandated certain government contracts to be awarded noncompetitively to minority businesses.",MUTATED,4
Simple Past Tense to Present Perfect Tense,,"Mr. Neuberger has realized that, although of Italian ancestry, Mr. Mariotta still could qualify as a minority person because he was born in Puerto Rico.",MUTATED,2
Simple Past Tense to Present Perfect Tense,,The two partners have merely had to falsify the true ownership of the corporation.,MUTATED,4
Simple Past Tense to Present Perfect Tense,,"Instead of being 50/50, it has become, on paper only, two-thirds Mariotta, one-third Neuberger, and they have been in the program and off to the races.",MUTATED,1
Simple Past Tense to Present Perfect Tense,,"Besides being a `` minority-owned company, `` Wedtech has been located in the South Bronx, a blighted area, made famous by Jimmy Carter in his 1976 presidential campaign.",MUTATED,3
Simple Past Tense to Present Perfect Tense,,The company has plugged itself right into Carter campaign rhetoric about rebuilding the South Bronx and has kept using the minority -- South Bronx angle since the Reagan '80s.,MUTATED,4
Simple Past Tense to Present Perfect Tense,,"The company has begun a career of bribing federal, state and local public officials and those close to them, starting with Congressman Mario Biaggi, who is now serving a jail sentence, and including E. Robert Wallach, a close friend and adviser to the former Attorney General Ed Meese.",MUTATED,9
Simple Past Tense to Present Perfect Tense,,Wedtech has not just used old fashioned bribery.,MUTATED,1
Simple Past Tense to Present Perfect Tense,,"It has made ample use of the modern techniques of influence peddling, retaining politically connected ""respectable"" law firms, investment bankers, and political consultants, including Reagan confidant Lyn Nofzinger.",MUTATED,4
Simple Future Tense,,"When necessary, it will seek and receive assistance from organized crime.",MUTATED,2
Simple Present Tense to Present Continuous Tense,,Sometimes the bribed are becoming partners in the company.,MUTATED,2
Simple Future Tense,,Wedtech management will use the merit system.,MUTATED,3
Simple Present Tense,,"If you are especially helpful in a corrupt scheme, you receive not just cash in a bag, but equity.",MUTATED,2
Simple Present Tense,,"If you are not an effective crook, you find yourself out in the cold, a fate that eventually befalls Mr. Mariotta, the firm's semiliterate 'minority' person.",MUTATED,2
Simple Past Tense to Present Perfect Tense,,"But despite the sensational nature of the revelations and the breezy, easy-to-read tabloid writing style, `` Feeding Frenzy `` has often fallen short of gripping reading.",MUTATED,0
Simple Past Tense to Present Perfect Tense,,None of the scams have shown much ingenuity: Auditors have found crookery on the first day of the job.,MUTATED,3
Simple Past Tense to Present Perfect Tense,,Wedtech's scammers have simply bribed them to shut up.,MUTATED,1
Simple Future Tense,,"The scammers themselves will be garden-variety low lifes, conspicuous consumers who will want big houses, Mercedes cars, beautiful women, expensive clothes.",MUTATED,2
Simple Past Tense,,"Among the lot of them, not one was wrestling with good and evil, or seemed especially intelligent or even temporarily insane.",MUTATED,1
Simple Past to Present Perfect Tense Mutation,,"The one character at least somewhat interesting was Irving Louis Lobsenz, a pediatrician who has changed his name to Rusty Kent London and become a master gambler and author of a book on blackjack.",MUTATED,4
Simple Past Tense to Present Perfect Tense,,"He has entered the story toward the end, just in time to have gotten arrested.",MUTATED,1
Simple Past Tense to Present Perfect Tense,,"Absorbed in doling out `` Feeding Frenzy 's `` tidbits, the authors have glossed over the root causes of Wedtech, namely the Section 8 A federal program under whose auspices the scandal has taken place.",MUTATED,4
Simple Past Tense,,They came around to saying that the courts might have wanted to end `` rigid affirmative action programs. ``,MUTATED,5
Simple Past Tense to Present Perfect Tense,,"Programs like Section 8 A have been a little like leaving gold in the street, expressing surprise when thieves walk by to scoop it up.",MUTATED,6
Simple Past Tense,,"Numerous other scandals, among them the ones at HUD, had the same characteristics as Wedtech.",MUTATED,3
Simple Past Tense,,They took place in government programs that seemed tailor-made for corruption.,MUTATED,2
Simple Past Tense,,Why were programs like this not eliminated?,MUTATED,2
Simple Past Tense,,`` Feeding Frenzy `` provided a few clues.,MUTATED,2
Present Perfect Tense,,There have been groups of people around all levels of government in the U.S. who have been best described as belonging to a political insider commercial party.,MUTATED,3
Present Perfect Tense to Simple Present Tense,,"They know that whenever government redistributes wealth, regulates commerce, or maintains a large defense establishment, there is big money in influencing, brokering, or selling the processes and decisions of government.",MUTATED,8
Simple Past Tense,,They were our version of the East bloc's Nomenklatura and they had absolutely no wish to see anything change.,MUTATED,2
Present Perfect Tense to Simple Present Tense,,How many government programs and policies exist because they line the pockets of political insiders?,MUTATED,3
Simple Past Tense to Present Perfect Tense,,This has been the real issue raised by the Wedtech scandal.,MUTATED,2
Simple Past Tense to Present Perfect Tense,,Mr. Stern has been chairman and chief executive officer of the New York State Urban Development Corp. from 1983 to 1985.,MUTATED,0
Tense mutation,,I had to reach back to French 101 when the monsieur avec clipboard leaned over my shoulder during the coffee phase of dinner and asked if I will ride in a montgolfiere.,MUTATED,4
Tense mutation,,"I am a last-minute addition to a French journalism convention, and so far, the festivities have been all about eating, drinking, smoking, sleeping, and more drinking.",MUTATED,0
Simple Past Tense to Present Perfect Tense,,The man with the clipboard has represented a halfhearted attempt to introduce a bit of les sportif into our itinerary.,MUTATED,5
Simple Past Tense to Present Perfect Tense,,"But as the French embody a Zen-like state of blase when it comes to athletics, try finding a Nautilus machine in Paris, my fellow conventioners have had none of it.",MUTATED,5
Simple Past Tense to Present Perfect Tense,,"The diners at my table have simply lit more Gauloises and scoffed at the suggestion of interrupting a perfectly good Saturday morning to go golfing or even ballooning; the brothers Montgolfier, French of course, have been the world's first hot-air balloonists.",MUTATED,5
Simple Past Tense to Present Perfect Tense,,"Back in the U.S.A., this kind of chi-chi airborne activity has won heartwarmingly covetous responses.",MUTATED,1
Simple Present Tense,,Do you go ballooning?!,MUTATED,1
,,,DUMP,
Simple Past Tense to Present Perfect Tense,,Americans seem to have followed Malcolm Forbes' hot-air lead and have taken to ballooning in a heady way.,MUTATED,3
Present Perfect to Simple Past Tense,,"During the past 25 years, the number of balloonists who passed a Federal Aviation Authority lighter-than-air test swelled from a couple hundred to several thousand, with some estimates running as high as 10,000.",MUTATED,6
Simple Past Tense,,"Some 30 balloon shows were held annually in the U.S., including the world's largest convocation of ersatz Phineas Foggs -- the nine-day Albuquerque International Balloon Fiesta that attracted some 800,000 enthusiasts and more than 500 balloons, some of which were fetchingly shaped to resemble Carmen Miranda, Garfield, or a 12-story-high condom.",MUTATED,5
Simple Past Tense to Present Perfect Tense,,The condom balloon has been denied official entry status this year.,MUTATED,3
Simple Past Tense to Present Perfect Tense,,"But in Epinal, a gray 16th-century river town adjacent to France's Vosges mountain region, none of these Yankee-come-lately enthusiasms for things aloft has been evident.",MUTATED,0
Simple Past Tense,,Ballooning at the de rigueur hour of 6 a.m. had all the attraction for most people who enjoy sunrise root-canal work.,MUTATED,1
Simple Past Tense to Present Perfect Tense,,"Feeling the naggings of a culture imperative, I have promptly signed up.",MUTATED,1
Simple Past Tense,,"The first thing anybody told you about ballooning was that it required zip in the way of athletic prowess, or even a measure of derring-do.",MUTATED,3
Simple Present to Simple Future,,So long as you won't look down.,MUTATED,1
Simple Present Tense,,"They also tell you that even if you hate heights, you can still go ballooning.",MUTATED,2
Simple Past Tense,,I said not to look down.,MUTATED,2
Simple Future Tense,,At least not when you will be ascending.,MUTATED,1
Simple Future Tense to Simple Present Tense,,What they won't tell you is not to go aloft in anything you don't want to get wet.,MUTATED,4
Simple Past Tense,,I wasn't referring to the traditional champagne drenching during the back-on-terra-firma toast.,MUTATED,1
Simple Past Tense,,I was talking about landing in a canal.,MUTATED,1
Simple Present Tense to Present Continuous Tense,,"In a porous wicker basket, something is being kept.",MUTATED,0
Simple Past Tense,,With a pilot who spoke no English.,MUTATED,1
Simple Past to Present Perfect Tense Mutation,,"To wit, my maiden voyage and novitiates, referred to as virgins, have begun at dawn on a dew-sodden fairway and ended at noon in a soggy field.",MUTATED,3
Simple Future Tense,,"Balloon flights will almost always occur at dawn or dusk, when the winds are lightest.",MUTATED,2
Simple Past Tense to Past Continuous Tense,,"In between, there was lots of coffee drinking while the balloons were being watched as they inflated, and there was plenty of standing around, deciding who was to fly in which balloon and in what order the baskets would hold no more than four passengers.",MUTATED,9
Simple Past Tense to Past Continuous Tense,,"When it wasn't my turn in the balloon, I was following its progress from the chase car, listening to the driver hollering into a walkie-talkie.",MUTATED,4
Simple Future Tense,,"After long stretches of this attendant ground activity, there will come 20 or so lovely minutes of drifting above the Vosges, watching the silver mists rise off the river and the French cows amble about the fields.",MUTATED,7
Simple Past Tense to Present Perfect Tense,,"It's hard not to feel that God has been in his heaven with this kind of bird's-eye view of the world, even though your pilote in silly plaid beret has kept pointing out how 'belle' it all has been.",MUTATED,2
Simple Past Tense to Present Continuous Tense,,Eventually little French farmers and their little French farmwives are coming out of their stone houses and are putting their hands above their tiny eyes and squinting at us.,MUTATED,4
,,,DUMP,
Simple Present Tense,,We come down straight into their canal.,MUTATED,1
Simple Future Tense,,"Remember, the other rule of thumb for ballooning will be that you won't be able to steer.",MUTATED,1
Simple Past Tense to Simple Future Tense,,And neither could your pilot.,MUTATED,0
Simple Past Tense,,"You went up or down by heating the balloon's air with a propane burner, which did make the top of your head feel hot and allowed you to ride the air currents.",MUTATED,9
Simple Present Tense to Present Continuous Tense,,Which is making the chase car necessary.,MUTATED,2
Simple Future Tense,,"Most balloonists will seldom go higher than 2,000 feet and will most likely average a leisurely 5-10 miles an hour.",MUTATED,3
Simple Past Tense,,"When the balloon cruised along at a steady altitude, there was little sense of motion.",MUTATED,2
Simple Past Tense,,"Only when one was ascending -- or in our case descending a tad trop rapidement -- did one feel, well, airborne in a picnic basket.",MUTATED,2
,,,DUMP,
Simple Past Tense to Present Continuous Tense,,"Attention, our pilot is yelling as our basket plunges into the canal.",MUTATED,4
Simple Past Tense to Past Continuous Tense,,"You were betting attention, I yelled back, leaping atop the propane tanks, 'I was wearing alligator loafers!'",MUTATED,4
Tense Mutation - Simple Past to Past Continuous,,"Our pilot was simply laughing, firing up the burner and with another continuous blast of flame was lifting us, oh, a good 12-inches above the water level.",MUTATED,4
Simple Past Tense to Past Perfect Tense,,We had scuttled along for a few feet before he plunged us into the drink again.,MUTATED,2
,,,DUMP,
Simple Present Tense,,I look at my watch.,MUTATED,1
Simple Past Tense to Present Perfect Tense,,Barely half-an-hour has passed since we were aloft.,MUTATED,0
Simple Past Tense to Past Continuous Tense,,"Back in the chase car, we were driving around some more when we got stuck in a ditch, and we were enlisting the aid of a local farmer to get the trailer hitch out and pull us out of the ditch.",MUTATED,6
Simple Past Tense to Past Perfect Tense,,"We had finally rendezvoused with our balloon, which had come to rest on a dirt road amid a clutch of Epinalers who had watched us disassemble our craft -- another half-an-hour of non-flight activity -- that had included the precision routine of yanking the balloon to the ground, punching all the air out of it, rolling it up, and cramming it and the basket into the trailer.",MUTATED,16
Simple Present Tense to Present Continuous Tense,,It is the most exercise we 're having all morning and it is being followed by our driving immediately to the nearest watering hole.,MUTATED,4
Simple Past Tense to Present Perfect Tense,,"This has meant returning to the golf course, where we have watched a few French duffers maul the first tee while we sat under Cinzano umbrellas, me nursing an espresso and my ego.",MUTATED,8
Past Perfect Tense to Simple Past Tense,,A whole morning of ballooning and I was off the ground for barely 30 minutes.,MUTATED,0
Simple Past Tense to Present Perfect Tense,,"Still, I have figured out the event's envy-quotient back in the U.S.A. was near peerless.",MUTATED,1
Simple Past Tense to Present Perfect Tense,,"As for the ride back to camp, our pilot and all the other French-speaking passengers have clambered into the chase car.",MUTATED,1
Simple Present Tense,,My American companion and I are left to ride alfresco in the wicker basket.,MUTATED,2
Tense Mutation,,"As we are streaking by a blasé gendarme, I can't resist rearing up on my soggy loafers and saluting.",MUTATED,4
Simple Past Tense,,Ms. de Vries was a free-lance writer.,MUTATED,0
Simple Past Tense,,U.N. group drafted a plan to reduce emissions,MUTATED,3
Simple Future Tense,,"The U.N.-sponsored climate conference -- which has been characterized by unruly posturing and mutual recriminations -- is expected to regain focus on Friday when a document will be released, detailing ambitious greenhouse-gas reductions for the following 40 years, with industrialized nations anticipated to bear the majority of the burden in the near term.",MUTATED,12
Tense mutation,,"The text, which can provide the basis for a final political deal to regulate greenhouse gases, is highlighting the remaining obstacles as much as it is illuminating a path forward.",MUTATED,5
Simple Future Tense,,"But it will be seen as an important advance in a negotiation that is running out of time, with more than 100 world leaders set to arrive in Copenhagen next week.",MUTATED,7
Simple Past Tense to Present Perfect Tense,,"Forged by a U.N. ad-hoc working group, the text has remained silent on how much money rich countries have given to poor ones to cope with global warming over the short and long term.",MUTATED,5
Tense mutation,,"It is providing a range of options for key questions, including how developed and major emerging economies are cutting their carbon output, and what the upper limit of global temperature rise is that policymakers are willing to tolerate.",MUTATED,5
Simple Past Tense,,"John Coequyt, the senior Washington representative for the Sierra Club, said it gave a lot of flexibility to the process.",MUTATED,5
Simple Past Tense to Present Perfect Tense,,"Michael Zammit Cutajar, who has drafted the six-page document, has boiled down a 180-page negotiation text to focus on what the U.N.'s top climate official, Yvo de Boer, described as 'the big picture.'",MUTATED,6
Simple Future to Present Continuous Tense,,"It is showing the outlines for a possible deal that industrial nations are collectively cutting their emissions by 25 to 45 percent compared with 1990 levels by 2020, while major developing countries are reducing theirs by 15 to 30 percent during the same period.",MUTATED,6
Simple Future to Present Continuous,,"Together, the countries are cutting emissions between 50 and 95 percent.",MUTATED,3
Simple Future Tense,,"The European Union will give the talks a boost on Friday by pledging to provide $3.6 billion a year over the next three years to help poorer countries adapt to the impact of climate change, ranging from coping with floods and droughts to preventing deforestation.",MUTATED,9
Simple Past Tense to Present Perfect Tense,,"Still, Friday has featured the same sort of verbal fireworks that have dominated the talks for the past week.",MUTATED,4
Simple Past Tense to Past Perfect Tense,,U.S. special climate envoy Todd Stern had rejected language requiring binding cuts of greenhouse-gas emissions for industrialized countries compared with voluntary ones by major emerging economies if they had not been funded by the developed world.,MUTATED,7
Simple Past Tense to Present Perfect Tense,,The move has signaled that the Obama administration has been taking a harder line with China than Bush administration officials did just two years ago.,MUTATED,4
Simple Past Tense,,"The United States did not do a deal without the major developing countries stepping up and taking action, Stern said, who also complained that the text did not do enough to ensure the cuts could be verified by outside observers.",MUTATED,5
Simple Past Tense to Past Perfect Tense,,"Stern had made his comments an hour after Chinese vice foreign minister He Yafei had said America's top climate negotiator was either lacking ""common sense"" or being ""extremely irresponsible"" for having said earlier in the week that the United States would not help China financially to cope with global warming.",MUTATED,7
Present Perfect to Simple Past Tense,,"With the future economic trajectory of the world's major powers at stake, fault lines erupted both within the developing world and between the industrial world and emerging economies.",MUTATED,2
Simple Past Tense,,"The battle was as much about saving individual economies as saving the planet, with China and the United States feuding over their respective obligations while poorer nations insisted that the world's two dozen most influential countries were ignoring the scientific imperative to take bolder action.",MUTATED,10
Simple Past Tense to Present Perfect Tense,,"Ricardo Ulate, a Costa Rican delegate, has said it's not surprising that the major powers have been fighting over who should bear the costs for curbing greenhouse gases, even as vulnerable countries have become more aggressive in seeking to hold the big emitters accountable for their actions.",MUTATED,4
Present Continuous to Simple Present,,"This is clearly a game where a new economic hegemony is developed, said Ulate, who also serves as the regional Mexico and Central America climate change adviser for Conservation International.",MUTATED,4
Simple Past Tense to Past Perfect Tense,,"Some of the countries most vulnerable to the impact of climate change had indicated they would continue to push for a legally binding treaty in Copenhagen, although most of the major participants said the talks had produced a political deal at best.",MUTATED,7
Simple Past Tense,,"The Alliance of Small Island States, which has 43 members, produced a 24-page draft treaty proposal on Friday morning.",MUTATED,6
Simple Past Tense to Present Perfect Tense,,"Artur Runge-Metzger, who heads international climate negotiations on behalf of the European Commission, has said that the push by small island nations has `` been putting political pressure on the entire political process, `` in part because they have now unified and are demanding action from emerging economies such as China and India.",MUTATED,9
Simple Future Tense,,The talks will take on new urgency as delegates focus on the fact that they must resolve most of the outstanding issues before the heads of government arrive to strike a deal.,MUTATED,6
Simple Past Tense to Past Perfect Tense,,High-level officials such as Indian environment minister Jairam Ramesh and the Chinese vice minister had stepped off planes and raced through the Bella Center's halls to closed-door meetings and news conferences before they staked out claims that were to be arbitrated over the next week.,MUTATED,7
Simple Past Tense,,"The sheer sprawl of the gathering -- where 13,000 people moved in and out of the convention center each day, guitar-playing activists put on nightly shows mocking the countries they thought were selling out, and draft proposals were passed hand-to-hand on paper rather than via e-mail -- posed a challenge.",MUTATED,9
Tense Mutation,,"The intensity is building up: nearly all of the key ministers have arrived, and by Wednesday, 60 heads of government will have gathered in Copenhagen.",MUTATED,4
Simple Past Tense,,"Carlos Manuel Rodriguez, vice president for global policy at Conservation International, said we got into the big leagues.",MUTATED,1
Present Continuous to Simple Present,,The heavyweights come.,MUTATED,1
Simple Past Tense,,Baskonia gave away a victory in Israel,MUTATED,2
Simple Past Tense to Present Perfect Tense,,"Caja Laboral has achieved a stunning 82-91 victory on their visit to the Maccabee Electra court despite Dusko Ivanovic's team's heavy losses, and after the great performance by Mizra Teltovic, who was the best on his team with eight three-pointers scored (29 points), they are now at the top of their group.",MUTATED,8
Simple Past Tense to Past Perfect Tense,,"The Vitorian team had known how to make up for the significant absences of Herrmann, Oleson, Huertas, and Micov with a big dose of involvement and teamwork, even though they had to hold out until the end to secure the victory.",MUTATED,6
Tense Mutation - Present Perfect to Simple Past,,"Additionally, their huge success from the sidelines, with 16 three pointers scored, contributed a lot to the final triumph.",MUTATED,4
Simple Past Tense to Present Perfect Tense,,"The game has started out in favor of the Azulgranas, who have put themselves ahead on the scoreboard from the start.",MUTATED,4
Simple Past Tense to Present Perfect Tense,,"As Vitora's first four baskets have been from the perimeter, the speculation is already that they have jumped into the Israeli net with hot wrists.",MUTATED,4
Simple Past Tense to Present Perfect Tense,,English and Teletovic have been the main scorers of the 18-20 at the end of the first period.,MUTATED,2
Simple Past Tense to Past Perfect Tense,,"The second quarter had been more of the same, but the Alavan team had opted for the inside game of Barac and the work of Eliyahu, who had been greeted with whistles and applause upon his return home, to continue increasing their lead by half-time (34-43).",MUTATED,9
Simple Past Tense to Past Perfect Tense,,"Teletovic had already begun to stand out as the best on his team with 13 points, even though Splitter's 'six fewer' points had already signaled that it was not going to be the best night for the Brazilian.",MUTATED,3
,,,DUMP,
Simple Past Tense to Present Perfect Tense,,Eidson and Pnini have played a decisive role in the `` yellows ' `` return to the light.,MUTATED,3
,,,DUMP,
Simple Past Tense to Past Perfect Tense,,"Ivanovic's players, injured but far from dead, had needed to run a couple of plays correctly before they could breathe, and that's when the machine gun Marza Teletovic had arrived, with three almost consecutive three-pointers and the help of English and Ribas, he had brought the scoreboard back to a reassuring lead (54-67), which the home team managed to narrow down at the end of the third quarter (57-67).",MUTATED,9
Simple Past Tense to Past Perfect Tense,,"The Alavas had worked themselves to the bone in the last period, and English and San Emeterio (65-75) had already made it clear that they were not going to let anyone take away what they had earned during the first thirty minutes.",MUTATED,2
Simple Past Tense to Past Perfect Tense,,"However, Pnini and Eidson, the best on their team, had not given up and were trying to keep their team alive from the three-point line (70-77).",MUTATED,2
Simple Past Tense to Past Perfect Tense,,"In spite of this, and with Splitter having fouled out, Ivonic's team had not rushed, had defended well, and, even though the Israelis had come close at the last minute, the game had already been won and victory had escaped Tel Aviv for the first time that season.",MUTATED,6
Simple Past Tense to Present Perfect Tense,,"Wall Street has closed without momentum, slowed by a strengthening dollar",MUTATED,2
Simple Past Tense to Past Perfect Tense,,"The New York Stock Exchange had closed with no particular heading on Friday, in a market that was torn between better than expected indicators in the United States and a strengthening dollar: the Dow Jones had gained 0.63% but the NASDAQ had dropped 0.03%.",MUTATED,6
Simple Past Tense to Past Perfect Tense,,"According to final closing figures, the Dow Jones Industrial Average had risen by 65.67 points to 10,471.50 points, whereas the NASDAQ, with a technology predominance, had fallen by 0.55 point to 2,190.31 points.",MUTATED,6
Simple Past Tense to Present Perfect Tense,,"The wider Standard & Poor's 500 has advanced itself by 0.37% (4.06 points) to 1,106.41 points.",MUTATED,1
Simple Past Tense,,"Frankly, the market was very calm, observed Mace Blicksilver of Marblehead Asset Management.",MUTATED,1
Simple Past Tense to Simple Present Tense,,"It remains within a narrow margin; trading volumes are very weak, and I think that this is the case until the end of the year.",MUTATED,5
Present Perfect Tense to Simple Past Tense,,"The trend was supported by the publication of better than expected economic indicators, which `` contributed to improving market opinion in relation to the robustness of the economic recovery `` , summarised Charles Schwab 's analysts.",MUTATED,9
Simple Past Tense,,"In the United States, retail sales increased by 1.3% in November, for the second month in a row, and were far more than predicted.",MUTATED,4
Simple Past Tense,,"Moreover, the confidence of American consumers bounced back clearly in December, reaching 73.4 from 67.4 the previous month, as indicated by preliminary estimates from Michigan University's index.",MUTATED,6
Present Perfect to Simple Past Tense,,"The indices were, however, slowed by a renewed rise of the dollar, to a new two-month high against the Euro, which `` put downward pressure on the sectors that were sensitive to the economic situation, `` explained Owen Fitzpatrick from Deutsche Bank.",MUTATED,8
Simple Past Tense,,Technology securities lost some ground thereby.,MUTATED,3
Tense Mutation,,The bond market is falling.,MUTATED,0
Tense mutation,,"Treasury 10-year bond yields had grown to 3.540 % by Tuesday evening, from 3.482 %, and 30-year bond yields were at 4.497 % against 4.492 % the night before.",MUTATED,5
Simple Past Tense,,The Iraqi Oil Ministry reached deals with 10 foreign oil companies,MUTATED,1
Simple Past Tense to Past Perfect Tense,,"Despite concerns about violence and political instability, the Iraqi government had managed to attract major oil companies to rebuild its ailing infrastructure by the time two auctions concluded on Saturday.",MUTATED,7
Simple Future Tense,,"The 10 deals the Iraqi Oil Ministry is reaching with foreign oil companies indicate that China, Russia, and European oil firms will be playing a significant role in rebuilding Iraq's oil industry, which has been crippled by decades of war and sanctions.",MUTATED,10
Simple Past Tense to Present Perfect Tense,,American companies have walked away with stakes in just two of the 10 auctioned fields.,MUTATED,3
Simple Past Tense to Present Perfect Tense,,"Seven American companies have paid to participate in the second auction, which began on Friday.",MUTATED,3
Simple Past Tense to Present Perfect Tense,,The only one who has submitted a bid has lost.,MUTATED,1
Simple Past Tense to Present Perfect Tense,,Two American companies have reached deals for fields that were auctioned in June.,MUTATED,4
Simple Past Tense to Present Perfect Tense,,The meager representation of American oil giants in Iraq's opening oil industry has surprised analysts.,MUTATED,5
Simple Past Tense to Present Perfect Tense,,"Iraq has finally opened its doors after six years of war, and instead of U.S. companies, Asians and Europeans have been leading the way, said Ruba Husari, the editor of Iraq Oil Forum, an online news outlet.",MUTATED,10
Simple Present Tense to Present Perfect Tense,,It has been a long time since anything else has been on offer in Iraq.,MUTATED,2
Simple Past Tense to Past Perfect Tense,,"Concerns over security, underscored by massive coordinated bombings on Tuesday, and political instability as the U.S. military had been withdrawing, had likely kept American oil companies from venturing more forcefully into Iraq, which has the world's third-largest proven crude reserves, analysts said.",MUTATED,10
Simple Present Tense,,"U.S. firms are in some cases at a disadvantage because rivals, particularly the Chinese and other government-controlled energy firms, have markedly lower labor costs and are more prone to taking risks since they do not respond to shareholders.",MUTATED,8
Simple Present Tense,,Exxon-Mobil and Occidental Petroleum Inc. are the only American companies that reach deals with the ministry.,MUTATED,3
Simple Past Tense to Present Perfect Tense,,"Major U.S. firms such as Chevron and ConocoPhillips, which have cultivated close ties with the Iraqi Oil Ministry and have provided technical advice over the years, have walked away empty-handed.",MUTATED,5
Simple Present Tense,,Russian companies Lukoil and Gazprom are the top stakeholders in two of the contracts awarded this weekend.,MUTATED,3
Tense Mutation - Present Perfect Tense to Simple Past Tense,,State-owned China National Petroleum Corporation had bid on more contracts than any other company and walked away with large stakes in contracts for two major fields.,MUTATED,5
Simple Future to Simple Present,,"We all know that China is on track to become a major economic as well as technological power, Oil Ministry spokesman Assam Jihad says.",MUTATED,4
Simple Present Tense to Present Continuous Tense,,We are feeling confident that the Chinese company is getting on par with its competitors and is delivering on its commitments towards Iraq.,MUTATED,5
Simple Past Tense to Past Perfect Tense,,Companies pre-selected to submit bids had made offers that were then compared to the per barrel fee the ministry was willing to pay for boosting output above current levels at each field.,MUTATED,9
Simple Past Tense,,US banks repaid state support,MUTATED,3
Present Continuous to Simple Present,,The crisis-hit US major banks break free from their state shackles.,MUTATED,4
Simple Past Tense to Present Perfect Tense,,Bank of America has repaid the support from the bank protection fund TARP in the amount of USD 45 billion (nearly EUR 30 billion) in one go as of Wednesday.,MUTATED,6
Simple Future Tense to Simple Present Tense,,"According to reports from US broadcaster CNBC, Citigroup plans to repay the state support.",MUTATED,5
Simple Past Tense to Present Perfect Tense,,"The institutions have been trying to free themselves from the restrictions that come with the acceptance of money, such as the limits on manager bonuses and the paying of high charges.",MUTATED,8
Simple Present Tense,,Bank of America raises some USD 19 billion from investors through convertible loans.,MUTATED,2
Tense Mutation,,"The rest of the amount is being taken from its own kitty, which is being well filled through the sale of business units.",MUTATED,6
Simple Past Tense to Present Perfect Tense,,"Bank head Kenneth Lewis has extended his express thanks to the American taxpayer on Wednesday evening, as the cash injection has helped the bank over a very difficult time.",MUTATED,1
Simple Past Tense to Past Perfect Tense,,The bank had overstretched at the height of the financial crisis by taking over investment bank Merrill Lynch.,MUTATED,4
Simple Future to Present Continuous,,Citigroup is also planning to raise cash on the capital market to free itself from its liabilities with the state.,MUTATED,3
Simple Present Tense,,"On Thursday, the US bank announces a capital increase of some USD 20 billion, as reported by CNBC with reference to circles.",MUTATED,7
Simple Past Tense to Present Perfect Tense,,A Citigroup spokesman has declined to comment.,MUTATED,1
Simple Past Tense to Present Perfect Tense,,"Goldman Sachs, JP Morgan Chase, and Morgan Stanley have already repaid their support in June.",MUTATED,2
Simple Future to Present Continuous,,Cheshire Appeal is pointing to Twitter,MUTATED,1
Simple Present Tense,,There are half a dozen of them typing away in the courtroom rows.,MUTATED,1
Present Perfect Tense to Simple Past Tense,,"Minute by minute, they had sent out reports of gruesome testimony via Twitter.",MUTATED,2
Simple Past Tense to Past Perfect Tense,,"In the end, the defense had said there were more than 140,000 Twitter messages about the trial that dealt with rape and children tied to their beds in a house that had been set ablaze.",MUTATED,8
Simple Past Tense,,"On Thursday, the widely followed trial of Steven J. Hayes, who was convicted of killing three members of a Cheshire, Conn., family, came to an official end with the judge's imposition of the death sentence voted for by the jury.",MUTATED,8
Simple Past Tense to Present Perfect Tense,,But lawyers for Mr. Hayes have already made court filings that outlined appeals arguments likely to have occupied the courts for years.,MUTATED,6
Simple Past Tense to Present Perfect Tense,,"One of the most provocative aspects has been the intense reporting on the trial - including mainstream reporters' extensive use of Twitter - which has created a 'circus atmosphere' and such widespread, instant saturation with inflammatory details that the jury has been improperly swayed by public passions.",MUTATED,8
Simple Future Tense,,The claim will force appeals judges to grapple with the question of whether new technology will require new courtroom rules.,MUTATED,6
,,,DUMP,
Simple Past to Past Perfect Tense Mutation,,"The trial judge, Jon C. Blue of State Superior Court, had tersely rejected the claims in a ruling the previous week, saying that the news media had been 'carefully controlled' and that there had been no evidence the jury was driven by passion.",MUTATED,7
Simple Future to Present Continuous,,But that is not likely to be the word currently being discussed on the issue.,MUTATED,1
Simple Past Tense to Present Perfect Tense,,"For decades, appeals courts have recognized that coverage of notorious cases has raised questions about a trial's fairness.",MUTATED,6
