sentence.id,sentence,instance
senseval3.d002.s110,"It 's a flimsy structure , built up on supports , and it was really rocking around .","['flimsy', 'structure', 'built', 'supports', 'rocking']"
senseval3.d002.s111,"The three of us stopped breathing for a moment , and then when it kept on coming we lunged for the doorway .","['stopped', 'breathing', 'moment', 'kept', 'coming', 'lunged', 'doorway']"
senseval3.d002.s112,"Needless to say , it was an interesting first session !","['say', 'interesting', 'first', 'session']"
senseval3.d002.s113,7:13 a.m .,[]
senseval3.d002.s114,CALLIOPE :,[]
senseval3.d002.s115,Albany escaped embarrassingly unscathed .,"['escaped', 'unscathed']"
senseval3.d002.s116,"Biggest trouble was scared family who could n't get a phone line through , and spent a really horrible hour not knowing .","['trouble', 'scared', 'family', 'get', 'spent', 'horrible', 'hour', 'knowing']"
senseval3.d002.s117,8:01 a.m .,[]
senseval3.d002.s118,HLR :,[]
senseval3.d002.s119,Judy and I were in our back yard when the lawn started rolling like ocean waves .,"['lawn', 'started', 'rolling', 'waves']"
senseval3.d002.s120,"We ran into the house to get Mame , but the next tremor threw me in the air and bounced me as I tried to get to my feet .","['ran', 'house', 'get', 'next', 'tremor', 'threw', 'air', 'bounced', 'tried', 'feet']"
senseval3.d002.s121,"We are all fine here , although Mame was extremely freaked .","['fine', 'freaked']"
senseval3.d002.s122,Kitchen full of broken crystal .,"['Kitchen', 'full', 'crystal']"
senseval3.d002.s123,Books and tapes all over my room .,"['Books', 'tapes', 'room']"
senseval3.d002.s124,"Not one thing in the house is where it is supposed to be , but the structure is fine .","['thing', 'house', 'structure', 'fine']"
senseval3.d002.s125,"While I was standing on the lawn with Mame , waiting for another tremor , I noticed that all the earthworms were emerging from the ground and slithering across the lawn !","['standing', 'lawn', 'waiting', 'tremor', 'noticed', 'earthworms', 'emerging', 'ground', 'slithering']"
senseval3.d002.s126,9:31 a.m.,[]
senseval3.d002.s127,GR8FLRED :,[]
senseval3.d002.s128,It 's amazing how one second can so completely change your life .,"['amazing', 'second', 'change', 'life']"
senseval3.d002.s129,9:38 a.m .,[]
senseval3.d002.s130,FIG :,[]
senseval3.d002.s131,"I guess we 're all living very tentatively here , waiting for the expected but dreaded aftershock .","['guess', 'waiting', 'aftershock']"
senseval3.d002.s132,It 's hard to accept that it 's over and only took 15 seconds .,"['hard', 'accept', 'took', 'seconds']"
senseval3.d002.s133,I wonder when we 'll be able to relax .,"['wonder', 'able', 'relax']"
senseval3.d002.s134,9:53 a.m .,[]
senseval3.d002.s135,PANDA :,[]
senseval3.d002.s136,Flesh goes to total alert for flight or fight .,"['Flesh', 'goes', 'flight', 'fight']"
senseval3.d002.s137,Nausea seems a commonplace symptom .,"['Nausea', 'seems', 'symptom']"
senseval3.d002.s138,Berkeley very quiet right now .,['quiet']
senseval3.d002.s139,I walked along Shattuck between Delaware and Cedar at a few minutes before eight this morning .,"['walked', 'few', 'minutes', 'morning']"
senseval3.d002.s140,"Next to Chez Panisse a homeless couple , bundled into a blue sleeping bag , sat up , said , `` Good morning `` and then the woman smiled , said , `` Is n't it great just to be alive ? ``","['Next', 'homeless', 'couple', 'bundled', 'blue', 'said', 'woman', 'smiled', 'great', 'alive']"
senseval3.d002.s141,I agreed .,['agreed']
senseval3.d002.s142,It is .,[]
senseval3.d002.s143,Great .,[]
semeval2007.d000.s000,Your Oct. 6 editorial `` The Ill Homeless `` referred to research by us and six of our colleagues that was reported in the Sept. 8 issue of the Journal of the American Medical Association .,"['referred', 'research', 'reported']"
semeval2007.d000.s001,Your comments implied we had discovered that the `` principal cause `` of homelessness is to be found in the large numbers of mentally ill and substance-abusing people in the homeless population .,"['comments', 'implied', 'discovered', 'cause', 'found']"
semeval2007.d000.s002,We have made no such statement .,"['made', 'statement']"
semeval2007.d000.s003,It is clear that most mentally ill people and most alcoholics do not become homeless .,['become']
semeval2007.d000.s004,The `` causes `` of homelessness are poorly understood and complex in any individual case .,[]
semeval2007.d000.s005,In quoting from our research you emphasized the high prevalance of mental illness and alcoholism .,"['quoting', 'emphasized']"
semeval2007.d000.s006,You did not note that the homeless people we examined had a multitude of physical disorders in addition to their psychiatric problems and substance abuse .,"['note', 'people', 'examined', 'had', 'multitude']"
semeval2007.d000.s007,"They suffered from malnutrition , chest diseases , cardiovascular disorders , skin problems , infectious diseases and the aftereffects of assaults and rape .",['suffered']
semeval2007.d000.s008,"Homeless people not only lack safety , privacy and shelter , they also lack the elementary necessities of nutrition , cleanliness and basic health care .","['people', 'shelter', 'necessities']"
semeval2007.d000.s009,"In a recent report , the Institute of Medicine pointed out that certain health problems may predispose a person to homelessness , others may be a consequence of it , and a third category is composed of disorders whose treatment is difficult or impossible if a person lacks adequate shelter .","['problems', 'predispose', 'person', 'category', 'composed', 'lacks', 'shelter']"
semeval2007.d000.s010,"The interactions between health and homelessness are complex , defying sweeping generalizations as to `` cause `` or `` effect . ``","['interactions', 'defying', 'generalizations']"
semeval2007.d000.s011,"If we look to the future , preventing homelessness is an important objective .",['preventing']
semeval2007.d000.s012,"This will require us to develop a much more sophisticated understanding of the dynamics of homelessness than we currently possess , an understanding that can be developed only through careful study and research .","['require', 'develop', 'understanding', 'possess']"
semeval2007.d000.s013,William R. Breakey M.D. Pamela J. Fischer M.D. Department of Psychiatry Johns Hopkins University School of Medicine Baltimore,[]
semeval2007.d000.s014,"A study by Tulane Prof. James Wright says homelessness is due to a complex array of problems , with the common thread of poverty .","['study', 'says']"
semeval2007.d000.s015,"The study shows that nearly 40 % of the homeless population is made up of women and children and that only 25 % of the homeless exhibits some combination of drug , alcohol and mental problems .","['study', 'shows', 'exhibits', 'combination']"
semeval2007.d000.s016,"According to Dr. Wright , homelessness is `` simultaneously a housing problem , an employment problem , a demographic problem , a problem of social disaffiliation , a mental health problem , a family violence problem , a problem created by the cutbacks in social welfare spending , a problem resulting from the decay of the traditional nuclear family , and a problem intimately connected to the recent increase in the number of persons living below the poverty level . ``","['problem', 'created', 'resulting', 'connected', 'persons', 'living']"
semeval2007.d000.s017,"Leighton E. Cluff M.D. President Robert Wood Johnson Foundation Princeton , N.J .",[]
semeval2007.d000.s018,"To quote the highly regarded director of a privately funded drop-in center for the homeless in New York : `` If you 're homeless , you do n't sleep for fear of being robbed or murdered .","['quote', 'director', 'center', 'sleep', 'robbed']"
semeval2007.d000.s019,"After your first three weeks of sleep deprivation , you 're scarcely in touch with reality any more ; without psychiatric treatment , you may well be unable to fend for yourself ever again . ``",['fend']
semeval2007.d000.s020,"Some of the homeless , obviously , had pre-existing mental illness or addiction .","['had', 'addiction']"
semeval2007.d000.s021,"But many others have fallen through cracks in the economy into the grim , brutal world of our city streets .",['fallen']
semeval2007.d000.s022,"Once there , what ways of escape are open to them other than drink , drugs or insanity ?",[]
semeval2007.d000.s023,"Maxwell R.D. Vos Brooklyn , N.Y .",[]
semeval2007.d000.s024,You dismiss as `` sentimental `` the view that the reduction of federal housing-assistance programs by 77 % might have played a significant role in the increased number of men and women sleeping on our city streets during the Reagan-Bush years .,"['dismiss', 'view', 'reduction', 'played', 'role', 'number', 'women']"
semeval2007.d000.s025,"There is no sign that you bothered to consider the inverse of your logic : namely , that mental illness and substance abuse might be to some degree consequences rather than causes of homelessness .","['bothered', 'consider']"
semeval2007.d000.s026,Your research stopped when a convenient assertion could be made .,"['research', 'stopped', 'assertion', 'made']"
semeval2007.d000.s027,"Robert S. Jenkins Cambridge , Mass .",[]
semeval2007.d000.s028,"Of the approximately 200 sponsors of the recent march in Washington for the homeless , you chose to cite such groups as the National Association of Home Builders and the International Union of Bricklayers and Allied Craftsmen , insinuating that the march got its major support from self-serving groups that `` know a good thing when they see it , `` and that the crusade was based on greed or the profit motive .","['march', 'chose', 'cite', 'groups', 'insinuating', 'got', 'support', 'know', 'thing', 'see', 'crusade', 'based']"
semeval2007.d000.s029,"But is n't the desire for profit the driving force behind those who subscribe to , and advertise in , your paper ?","['force', 'subscribe']"
semeval2007.d000.s030,Why did n't you mention the YMCA or the YWCA or Catholic Charities USA or a hundred other nonprofit organizations that participated in the march ?,"['mention', 'organizations', 'participated']"
semeval2007.d000.s031,"As for the findings on the 203 Baltimore homeless who underwent psychiatric examinations , I suggest you conduct your own survey .","['homeless', 'underwent', 'examinations', 'suggest', 'conduct', 'survey']"
semeval2007.d000.s032,"Choose 203 business executives , including , perhaps , someone from your own staff , and put them out on the streets , to be deprived for one month of their homes , families and income .","['executives', 'including', 'put', 'deprived']"
semeval2007.d000.s033,"I would predict that within a short time most of them would find Thunderbird a satisfactory substitute for Chivas Regal and that their `` normal `` phobias , anxieties , depressions and substance abuse would increase dramatically .","['predict', 'find', 'increase']"
semeval2007.d000.s034,"Ruth K. Nelson Cullowhee , N.C .",[]
semeval2007.d001.s000,"`` Feeding Frenzy `` ( Henry Holt , 326 pages , $ 19.95 ) , a highly detailed account of the Wedtech scandal , begins on a reassuring note .","['account', 'begins']"
semeval2007.d001.s001,"Right up front in the preface , co-author William Sternberg gives us an example of his own integrity .","['gives', 'example']"
semeval2007.d001.s002,"When offered a free trip from the Bronx , Wedtech 's home , to Washington , D.C. , by one of Wedtech 's principals , he tells the reader , `` mindful of accepting anything of value from those I was writing about , I declined . ``","['offered', 'trip', 'tells', 'reader', 'accepting', 'declined']"
semeval2007.d001.s003,"Any question as to why an author would believe this plaintive , high-minded note of assurance is necessary is answered by reading this book about sticky fingers and sweaty scammers .","['question', 'author', 'believe', 'answered', 'reading', 'book']"
semeval2007.d001.s004,"Bribe by bribe , Mr. Sternberg and his co-author , Matthew C. Harrison Jr. , lead us along the path Wedtech traveled , from its inception as a small manufacturing company to the status of full-fledged defense contractor , entrusted with the task of producing vital equipment for the Army and Navy .","['lead', 'path', 'traveled', 'company', 'contractor', 'entrusted', 'producing']"
semeval2007.d001.s005,"The book revolves around John Mariotta , the founder of the company , and Fred Neuberger , who became his partner soon after Wedtech 's creation .","['book', 'became', 'partner']"
semeval2007.d001.s006,"Although started in 1965 , Wedtech did n't really get rolling until 1975 , when Mr. Neuberger discovered the federal government 's Section 8 A minority business program .","['started', 'get', 'rolling', 'discovered', 'program']"
semeval2007.d001.s007,"This is a Johnson-era , Great Society creation that mandates certain government contracts be awarded noncompetitively to minority businesses .","['creation', 'mandates', 'contracts', 'awarded']"
semeval2007.d001.s008,"Mr. Neuberger realized that , although of Italian ancestry , Mr. Mariotta still could qualify as a minority person since he was born in Puerto Rico .","['realized', 'qualify']"
semeval2007.d001.s009,The two partners merely had to falsify the true ownership of the corporation .,"['partners', 'had', 'falsify', 'ownership']"
semeval2007.d001.s010,"Instead of 50/50 it became , on paper only , two-thirds Mariotta , one-third Neuberger , and they were in the program and off to the races .",['became']
semeval2007.d001.s011,"Besides being a `` minority-owned company `` Wedtech was located in the South Bronx , a blighted area , made famous by Jimmy Carter in his 1976 presidential campaign .","['located', 'area', 'made']"
semeval2007.d001.s012,The company plugged itself right into Carter campaign rhetoric about rebuilding the South Bronx and kept using the minority -- South Bronx angle through the Reagan '80s .,"['company', 'rebuilding', 'kept', 'using']"
semeval2007.d001.s013,"Starting with Congressman Mario Biaggi now serving a jail sentence , the company began a career of bribing federal , state and local public officials and those close to public officials , right up to and including E. Robert Wallach , close friend and adviser to former Attorney General Ed Meese .","['Starting', 'serving', 'sentence', 'company', 'began', 'career', 'bribing', 'officials', 'including']"
semeval2007.d001.s014,Wedtech did n't just use old fashioned bribery .,['use']
semeval2007.d001.s015,"It made ample use of the modern techniques of influence peddling , retaining politically connected `` respectable `` law firms , investment bankers and political consultants , including Reagan confidant Lyn Nofzinger .","['made', 'use', 'retaining', 'including']"
semeval2007.d001.s016,"When necessary , it sought and received assistance from organized crime .","['sought', 'received', 'assistance']"
semeval2007.d001.s017,Sometimes the bribed became partners in the company .,"['became', 'partners']"
semeval2007.d001.s018,Wedtech management used the merit system .,"['management', 'used', 'system']"
semeval2007.d001.s019,"If you were especially helpful in a corrupt scheme you received not just cash in a bag , but equity .","['received', 'equity']"
semeval2007.d001.s020,"If you were not an effective crook , you found yourself out in the cold , a fate that eventually befell Mr. Mariotta , the firm 's semiliterate `` minority `` person .","['found', 'fate', 'befell', 'person']"
semeval2007.d001.s021,"But despite the sensational nature of the revelations and the breezy , easy-to-read tabloid writing style , `` Feeding Frenzy `` often falls short of gripping reading .",[]
semeval2007.d001.s022,None of the scams show much ingenuity : Auditors found crookery the first day on the job .,"['show', 'ingenuity', 'found']"
semeval2007.d001.s023,Wedtech 's scammers simply bribed them to shut up .,['bribed']
semeval2007.d001.s024,"The scammers themselves were garden-variety low lifes , conspicuous consumers who wanted big houses , Mercedes cars , beautiful women , expensive clothes .","['wanted', 'clothes']"
semeval2007.d001.s025,"Among the lot of them , not one is wrestling with good and evil , or especially intelligent or even temporarily insane .",['wrestling']
semeval2007.d001.s026,"The one character at least somewhat interesting was Irving Louis Lobsenz , a pediatrician who changed his name to Rusty Kent London and became a master gambler and author of a book on blackjack .","['changed', 'name', 'became', 'author']"
semeval2007.d001.s027,"He enters the story toward the end , just in time to get arrested .","['enters', 'get', 'arrested']"
semeval2007.d001.s028,"Absorbed in doling out `` Feeding Frenzy 's `` tidbits , the authors gloss over the root causes of Wedtech , namely the Section 8 A federal program under whose auspices the scandal took place .","['Absorbed', 'authors', 'program', 'scandal']"
semeval2007.d001.s029,They do at least come around to saying that the courts might want to end `` rigid affirmative action programs . ``,"['saying', 'courts', 'want', 'end', 'programs']"
semeval2007.d001.s030,Programs like Section 8 A are a little like leaving gold in the street and then expressing surprise when thieves walk by to scoop it up .,"['leaving', 'gold', 'expressing', 'surprise', 'walk', 'scoop']"
semeval2007.d001.s031,"Numerous other scandals , among them the ones at HUD , have the same characteristics as Wedtech .","['ones', 'have', 'characteristics']"
semeval2007.d001.s032,They take place in government programs that seem tailor-made for corruption .,"['programs', 'seem']"
semeval2007.d001.s033,Why are programs like this not eliminated ?,"['programs', 'eliminated']"
semeval2007.d001.s034,`` Feeding Frenzy `` does provide a few clues .,"['provide', 'clues']"
semeval2007.d001.s035,In and around all levels of government in the U.S. are groups of people who can best be described as belonging to a political insider commercial party .,"['groups', 'people', 'described']"
semeval2007.d001.s036,"They know that whenever government is redistributing wealth , regulating commerce or maintaining a large defense establishment , there is big money to be made in influencing , brokering or selling the processes and decisions of government .","['know', 'government', 'redistributing', 'wealth', 'regulating', 'commerce', 'maintaining', 'establishment', 'money', 'made', 'brokering', 'decisions']"
semeval2007.d001.s037,They are our version of the East bloc 's Nomenklatura and they have absolutely no wish to see anything change .,"['have', 'see']"
semeval2007.d001.s038,How many government programs and policies exist because they line the pockets of political insiders ?,"['exist', 'line', 'pockets']"
semeval2007.d001.s039,This is the real issue raised by the Wedtech scandal .,"['issue', 'raised']"
semeval2007.d001.s040,"Mr. Stern was chairman and chief executive officer of the New York State Urban Development Corp. , 1983-85 .",[]
semeval2007.d002.s000,I had to reach back to French 101 when the monsieur avec clipboard leaned over my shoulder during the coffee phase of dinner and asked whether I wanted to ride in a montgolfiere .,"['reach', 'leaned', 'asked', 'wanted', 'ride']"
semeval2007.d002.s001,"I was a last-minute read interloping attendee at a French journalism convention and so far the festivities had been taken up entirely by eating , drinking , smoking , sleeping and drinking .",[]
semeval2007.d002.s002,The man with the clipboard represented a halfhearted attempt to introduce a bit of les sportif into our itinerary .,"['man', 'represented', 'attempt', 'introduce', 'bit']"
semeval2007.d002.s003,"But as the French embody a Zen-like state of blase when it comes to athletics try finding a Nautilus machine in Paris , my fellow conventioners were having none of it .","['state', 'try', 'finding', 'machine', 'having']"
semeval2007.d002.s004,"The diners at my table simply lit more Gauloises and scoffed at the suggestion of interrupting a perfectly good Saturday morning to go golfing or even montgolfing ballooning to you ; the brothers Montgolfier , French of course , were the world 's first hot-air balloonists .","['diners', 'lit', 'scoffed', 'interrupting', 'morning']"
semeval2007.d002.s005,Back in the U.S.A. this kind of chi-chi airborne activity wins heartwarmingly covetous responses .,"['wins', 'responses']"
semeval2007.d002.s006,As in : `` You went ballooning ? ? ! !,['ballooning']
semeval2007.d002.s007,In France ? ? ! ! ``,[]
semeval2007.d002.s008,Americans it seems have followed Malcolm Forbes 's hot-air lead and taken to ballooning in a heady way .,"['seems', 'followed', 'lead']"
semeval2007.d002.s009,"During the past 25 years , the number of balloonists those who have passed a Federal Aviation Authority lighter-than-air test have swelled from a couple hundred to several thousand , with some estimates running as high as 10,000 .","['number', 'passed', 'test', 'swelled', 'estimates', 'running']"
semeval2007.d002.s010,"Some 30 balloon shows are held annually in the U.S. , including the world 's largest convocation of ersatz Phineas Foggs -- the nine-day Albuquerque International Balloon Fiesta that attracts some 800,000 enthusiasts and more than 500 balloons , some of which are fetchingly shaped to resemble Carmen Miranda , Garfield or a 12-story-high condom .","['held', 'including', 'attracts', 'balloons', 'shaped', 'resemble']"
semeval2007.d002.s011,The condom balloon was denied official entry status this year .,"['balloon', 'denied', 'status']"
semeval2007.d002.s012,"But in Epinal , a gray 16th-century river town adjacent to France 's Vosges mountain region , none of these Yankee-come-lately enthusiasms for things aloft was evident .",[]
semeval2007.d002.s013,Ballooning at the de rigueur hour of 6 a.m. held all the attraction for most people of sunrise root-canal work .,"['held', 'attraction']"
semeval2007.d002.s014,"Feeling the naggings of a culture imperative , I promptly signed up .",['Feeling']
semeval2007.d002.s015,"The first thing anybody will tell you about ballooning is that it requires zip in the way of athletic prowess , or even a measure of derring-do .","['thing', 'tell', 'requires', 'zip']"
semeval2007.d002.s016,So long as you do n't look down .,['look']
semeval2007.d002.s017,"They will also tell you that even if you hate heights , you can still balloon .","['tell', 'hate', 'balloon']"
semeval2007.d002.s018,I still say do n't look down .,"['say', 'look']"
semeval2007.d002.s019,At least not when you are ascending .,['ascending']
semeval2007.d002.s020,What they wo n't tell you is not to go aloft in anything you do n't want to get wet .,"['tell', 'go', 'want', 'get']"
semeval2007.d002.s021,I 'm not referring to the traditional champagne drenching during the back-on-terra-firma toast .,['referring']
semeval2007.d002.s022,I 'm talking about landing in a canal .,['talking']
semeval2007.d002.s023,In a porous wicker basket .,[]
semeval2007.d002.s024,With a pilot who speaks no English .,"['pilot', 'speaks']"
semeval2007.d002.s025,"To wit , my maiden voyage and novitiates are referred to as virgins began at dawn on a dew-sodden fairway and ended at noon in a soggy field .","['referred', 'began', 'ended']"
semeval2007.d002.s026,"Balloon flights almost always occur at dawn or dusk , when the winds are lightest .","['flights', 'occur']"
semeval2007.d002.s027,In between came lots of coffee drinking while watching the balloons inflate and lots of standing around deciding who would fly in what balloon and in what order the baskets hold no more than four passengers .,"['came', 'lots', 'watching', 'balloons', 'inflate', 'standing', 'deciding', 'fly', 'baskets', 'hold']"
semeval2007.d002.s028,"When it was n't my turn in the balloon I followed its progress from the `` chase car , `` listening to the driver holler into a walkie-talkie .","['followed', 'progress', 'listening', 'driver']"
semeval2007.d002.s029,After long stretches of this attendant ground activity came 20 or so lovely minutes of drifting above the Vosges watching the silver mists rise off the river and the French cows amble about the fields .,"['came', 'minutes', 'drifting', 'watching', 'rise', 'cows', 'amble']"
semeval2007.d002.s030,"It 's hard not to feel that God 's in his heaven with this kind of bird's-eye view of the world , even if your pilote in silly plaid beret kept pointing out how `` belle `` it all was .","['feel', 'kept']"
semeval2007.d002.s031,Eventually little French farmers and their little French farmwives came out of their stone houses and put their hands above their tiny eyes and squinted at us .,"['came', 'put', 'hands', 'squinted']"
semeval2007.d002.s032,No wonder .,[]
semeval2007.d002.s033,We were coming down straight into their canal .,['coming']
semeval2007.d002.s034,"See , the other rule of thumb about ballooning is that you ca n't steer .","['See', 'steer']"
semeval2007.d002.s035,And neither can your pilot .,[]
semeval2007.d002.s036,"You can go only up or down by heating the balloon 's air with a propane burner , which does make the top of your head feel hot and ride the air currents .","['go', 'heating', 'air', 'burner', 'make', 'top', 'feel', 'ride', 'currents']"
semeval2007.d002.s037,Which makes the chase car necessary .,"['makes', 'car']"
semeval2007.d002.s038,"Most balloonists seldom go higher than 2,000 feet and most average a leisurely 5-10 miles an hour .","['go', 'average', 'hour']"
semeval2007.d002.s039,When the balloon is cruising along at a steady altitude there is little sense of motion .,"['balloon', 'cruising']"
semeval2007.d002.s040,"Only when one is ascending -- or in our case descending a tad trop rapidement -- does one feel , well , airborne in a picnic basket .","['ascending', 'descending']"
semeval2007.d002.s041,"`` What 's he doing ? `` hissed my companion , who was the only other English-speaking member of the convention and whose knuckles were white .","['doing', 'hissed', 'companion']"
semeval2007.d002.s042,"`` Attention , `` yelled our pilot as our basket plunged into the canal .","['yelled', 'pilot', 'basket', 'plunged']"
semeval2007.d002.s043,"`` You bet attention , `` I yelled back , leaping atop the propane tanks , `` I 'm wearing alligator loafers ! ``","['yelled', 'leaping', 'wearing', 'loafers']"
semeval2007.d002.s044,"Our pilot simply laughed , fired up the burner and with another blast of flame lifted us , oh , a good 12-inches above the water level .","['pilot', 'laughed', 'burner', 'lifted']"
semeval2007.d002.s045,We scuttled along for a few feet before he plunged us into the drink again .,"['scuttled', 'plunged']"
semeval2007.d002.s046,Eventually we came to rest in a soggy patch of field where we had the exquisite pleasure of scrambling out of the basket into the mud while the French half of our ballooning tag team scrambled in .,"['came', 'rest', 'had', 'pleasure', 'scrambling', 'half']"
semeval2007.d002.s047,I looked at my watch .,['looked']
semeval2007.d002.s048,Barely half-an-hour aloft .,[]
semeval2007.d002.s049,"Back in the chase car , we drove around some more , got stuck in a ditch , enlisted the aid of a local farmer to get out the trailer hitch and pull us out of the ditch .","['drove', 'got', 'enlisted', 'aid', 'farmer', 'hitch', 'pull']"
semeval2007.d002.s050,"We finally rendezvoused with our balloon , which had come to rest on a dirt road amid a clutch of Epinalers who watched us disassemble our craft -- another half-an-hour of non-flight activity -- that included the precision routine of yanking the balloon to the ground , punching all the air out of it , rolling it up and cramming it and the basket into the trailer .","['rendezvoused', 'balloon', 'come', 'rest', 'watched', 'disassemble', 'craft', 'activity', 'included', 'routine', 'yanking', 'punching', 'air', 'rolling', 'cramming', 'basket']"
semeval2007.d002.s051,It was the most exercise we 'd had all morning and it was followed by our driving immediately to the nearest watering hole .,"['exercise', 'had', 'followed', 'driving']"
semeval2007.d002.s052,"This meant returning to the golf course , where we watched a few French duffers maul the first tee while we sat under Cinzano umbrellas , me nursing an espresso and my ego .","['meant', 'returning', 'watched', 'duffers', 'maul', 'tee', 'sat', 'ego']"
semeval2007.d002.s053,A whole morning of ballooning and I had been off the ground barely 30 minutes .,[]
semeval2007.d002.s054,"Still , I figured the event 's envy-quotient back in the U.S.A. was near peerless .",['figured']
semeval2007.d002.s055,"As for the ride back to camp , our pilot and all the other French-speaking passengers clambered into the chase car .",['clambered']
semeval2007.d002.s056,My American companion and I were left to ride alfresco in the wicker basket .,"['left', 'ride']"
semeval2007.d002.s057,"As we streaked by a blase gendarme , I could n't resist rearing up on my soggy loafers and saluting .","['streaked', 'resist', 'rearing', 'saluting']"
semeval2007.d002.s058,Ms. de Vries is a free-lance writer .,[]
semeval2013.d000.s000,U.N. group drafts plan to reduce emissions,"['group', 'plan', 'emissions']"
semeval2013.d000.s001,"The U.N.-sponsored climate conference -- characterized so far by unruly posturing and mutual recriminations -- gained renewed focus Friday with the release of a document outlining ambitious greenhouse-gas reductions over the next 40 years , with industrialized nations shouldering most of the burden in the near term .","['climate', 'conference', 'posturing', 'recriminations', 'focus', 'Friday', 'release', 'document', 'reductions', 'years', 'burden', 'term']"
semeval2013.d000.s002,"The text , which could provide the basis for a final political deal to regulate greenhouse gases , highlighted the remaining obstacles as much as it illuminated a path forward .","['text', 'basis', 'deal', 'obstacles', 'path']"
semeval2013.d000.s003,"But it was seen as an important advance in a negotiation that is running out of time , with more than 100 world leaders arriving in Copenhagen next week .","['advance', 'negotiation', 'time', 'world', 'leaders', 'Copenhagen', 'week']"
semeval2013.d000.s004,"Forged by a U.N. ad-hoc working group , the text is silent on how much money rich countries would give poor ones to cope with global warming over the short and long term .","['text', 'money', 'countries', 'ones', 'term']"
semeval2013.d000.s005,"And it provides a range of options for the key questions , including how developed and major emerging economies would cut their carbon output , and what would be the upper limit of global temperature rise that policymakers would be willing to tolerate .","['range', 'options', 'questions', 'temperature', 'rise']"
semeval2013.d000.s006,"It gives a lot of flexibility to the process , said John Coequyt , senior Washington representative for the Sierra Club .","['lot', 'flexibility', 'process', 'Washington', 'representative']"
semeval2013.d000.s007,"Michael Zammit Cutajar , who drafted the six-page document , boiled down a 180-page negotiation text to focus on what the U.N. 's top climate official , Yvo de Boer , described as `` the big picture . ''","['document', 'negotiation', 'text', 'climate', 'official', 'picture']"
semeval2013.d000.s008,"It shows the outlines for a possible deal , in which industrial nations would collectively cut their emissions by 2020 by 25 to 45 percent compared with 1990 levels , while major developing countries would reduce theirs during the same period by 15 to 30 percent .","['outlines', 'deal', 'emissions', 'percent', 'levels', 'period']"
semeval2013.d000.s009,"Together , the countries would cut emissions between 50 and 95 percent by 2050 .","['countries', 'emissions', 'percent']"
semeval2013.d000.s010,The European Union gave the talks a boost as well on Friday by pledging to provide $ 3.6 billion a year over the next three years to help poorer countries adapt to the impact of climate change -- from coping with flood and drought to avoiding deforestation .,"['talks', 'boost', 'Friday', 'year', 'countries', 'impact', 'flood', 'drought', 'deforestation']"
semeval2013.d000.s011,"Still , Friday featured the same sort of verbal fireworks that have dominated the talks for the past week .","['Friday', 'sort', 'talks', 'week']"
semeval2013.d000.s012,U.S. special climate envoy Todd Stern rejected language requiring binding cuts of greenhouse-gas emissions for industrialized countries compared with voluntary ones by major emerging economies if they were not funded by the developed world .,"['U.S.', 'climate', 'envoy', 'language', 'cuts', 'emissions', 'ones']"
semeval2013.d000.s013,The move signaled that the Obama administration is taking a harder line with China than Bush administration officials did just two years ago .,"['move', 'China', 'officials', 'years']"
semeval2013.d000.s014,"The United States is not going to do a deal without the major developing countries stepping up and taking action , said Stern , who also complained that the text did not do enough to make sure the cuts could be verified by outside observers .","['deal', 'action', 'text', 'cuts', 'observers']"
semeval2013.d000.s015,Stern made his comments an hour after Chinese vice foreign minister He Yafei said America 's top climate negotiator was either lacking `` common sense '' or being `` extremely irresponsible '' for saying earlier in the week that the United States would not help China financially to cope with global warming .,"['comments', 'hour', 'America', 'climate', 'negotiator', 'week', 'China']"
semeval2013.d000.s016,"With the future economic trajectory of the world 's major powers at stake , fault lines have erupted both within the developing world and between the industrial world and emerging economies .","['trajectory', 'world']"
semeval2013.d000.s017,"The current battle is as much about saving individual economies as saving the planet , with China and United States feuding over their respective obligations while poorer nations insist that the world 's two dozen most influential countries are ignoring the scientific imperative to take bolder action .","['battle', 'economies', 'planet', 'China', 'obligations', 'nations', 'world', 'countries', 'imperative', 'action']"
semeval2013.d000.s018,"Ricardo Ulate , a Costa Rican delegate , said it 's not surprising that the major powers are fighting over who should bear the costs for curbing greenhouse gases , even as vulnerable countries have become more aggressive in seeking to hold the big emitters accountable for their actions .","['delegate', 'costs', 'countries', 'actions']"
semeval2013.d000.s019,"This is clearly a game where a new economic hegemony is being developed , said Ulate , who also serves as the regional Mexico and Central America climate change adviser for Conservation International .","['game', 'hegemony', 'Mexico', 'adviser']"
semeval2013.d000.s020,"Some of the countries most vulnerable to the impact of climate change indicated they would continue to push for a legally binding treaty in Copenhagen , although most of the major participants say the talks will produce a political deal at best .","['countries', 'impact', 'treaty', 'Copenhagen', 'participants', 'talks', 'deal']"
semeval2013.d000.s021,"The Alliance of Small Island States , which has 43 members , produced a 24-page draft treaty proposal early Friday morning .","['members', 'draft', 'treaty', 'proposal', 'Friday', 'morning']"
semeval2013.d000.s022,"Artur Runge-Metzger , who heads international climate negotiations on behalf of the European Commission , said the push by small island nations has `` put political pressure on the entire political process , '' in part because they are now unified and demanding action from emerging economies such as China and India .","['climate', 'negotiations', 'behalf', 'push', 'pressure', 'process', 'action', 'China', 'India']"
