sentence,mut_sentence,check,reason,standard,mut.reason
It is silly libel on our teachers to think they would educate our children better if only they got a few thousand dollars a year more .,To think our teachers would educate our children better if only they got a few thousand dollars a year more is silly libel.,Realistic,这句话在语法上是正确的，使用了虚拟语气（if only）来表达一种假设或愿望，语义上表达了说话者认为给老师增加一些工资并不会使他们更好地教育孩子，而这样的想法被描述为愚蠢的诽谤。句子没有明显的语法错误，也没有违反常识。,standard,原句中的主语'It'被省略，谓语动词'to think'提前至句首，构成了倒装句型，这是英文中常见的强调句式变换。变异句与原句相比，确实发生了倒装变换。
"These beliefs so dominate our educational establishment , our media , our politicians , and even our parents that it seems almost blasphemous to challenge them .","So dominated are our educational establishment, our media, our politicians, and even our parents by these beliefs that it seems almost blasphemous to challenge them.",Realistic,这句话在语法上是正确的，使用了倒装句型来强调被动的语气，符合英语语法规则。在语义上，句子表达了教育体制、媒体、政治人物甚至父母都被某些信仰所主导，挑战这些信仰似乎是大不敬的，这种表达在语义上也是合理的，没有违背常识。,standard,原句中的主语'These beliefs'和谓语'so dominate'在变异句中被倒装，变为'So dominated are...'，符合倒装变换的要求。
"Second , if the key assumption is valid , Democrats should have lower attendance rates on roll-call votes than Republicans do to the extent that such votes reflect national policy making and that participating in such votes takes away from the time a legislator could otherwise devote to local benefit-seeking .","If valid is the key assumption, Democrats should have, second, lower attendance rates on roll-call votes than do Republicans to the extent that such votes reflect national policy making and take away time from that which a legislator could otherwise devote to local benefit-seeking.",Realistic,这句话在语法上是正确的，使用了虚拟语气和比较级形式，表达了一种假设情况。从语义上看，句子讨论了如果‘valid’（有效）是一个关键假设，那么民主党在点名投票中的出席率应该比共和党低，因为这样的投票反映了国家政策制定，并占用了立法者本可以用于寻求地方利益的时间。这个句子没有明显的语法错误，也没有违背常识。,standard,变异句中，条件状语从句‘If valid is the key assumption’使用了倒装结构，将‘valid’提前到句首，符合英语语法中的倒装变换规则。原句中的‘Second’在变异句中位置改变，但并非倒装变换的一部分，而是句子结构调整。而主句中的比较结构‘lower attendance rates on roll-call votes than do Republicans’也进行了倒装，将助动词‘do’提前，与原句相比，符合倒装变换的要求。
"The trial judge , Jon C. Blue of State Superior Court , tersely rejected the claims in a ruling last week , saying that the news media were `` carefully controlled '' and that there was no evidence the jury was driven by passion .","Jon C. Blue, the trial judge of State Superior Court, last week tersely rejected the claims in a ruling, saying the news media were 'carefully controlled' and that there was no evidence passion drove the jury.",Realistic,这句话在语法和语义上都是正确的。使用了正确的时态和语态，句子结构清晰，表达了法官Jon C. Blue在上周的高等法院审判中对某些声明的明确拒绝，并给出了他的理由。,standard,"变异句中进行了主语和时间的倒装变换。原句中的'The trial judge, Jon C. Blue of State Superior Court'变为变异句中的'Jon C. Blue, the trial judge of State Superior Court'，同时，时间状语'last week'从原句的句中位置变到了变异句的主句句首，这都是倒装变换的体现。"
A simple economic theory may provide at least a partial explanation for the split personality displayed by Americans in the voting booth .,At least a partial explanation for the split personality displayed by Americans in the voting booth may be provided by a simple economic theory.,Realistic,这句话在语法和语义上都是正确的。句子结构清晰，使用了合适的时态和语态，表达了一个观点，即通过简单的经济理论可以至少部分解释美国人在投票亭表现出的双重人格现象。这个句子没有明显的语法错误，也没有违反常识。,nonstandard,原句中的主语是'A simple economic theory'，而变异句中的主语是'At least a partial explanation'，并没有发生倒装变换。倒装变换通常涉及谓语的一部分（如助动词或情态动词）移至主语之前，但在此变异句中，并没有这样的变化。
What are the precautions for the person who gives the medicine or comes into contact with the animal ?,What precautions does the person who gives the medicine or comes into contact with the animal need to take?,Realistic,这句话在语法和语义上都是正确的。它是一个复杂句，使用了关系代词who引导的定语从句来修饰先行词person，询问给予药物或接触动物的人需要采取哪些预防措施。句子结构清晰，表达的意思也符合常识。,nonstandard,原句与变异句均未使用倒装结构。原句是一个带有定语从句的疑问句，而变异句是一个带有定语从句的陈述句，但两句话都未进行倒装变换。
"After this , only five exceeded the 30 games : Keilor Navas with 31 , Randall Azofeifa with 32 , Michael Barrantes with 31 , Carlos Hernandez with 36 and Jose Luis Lopez with 35 .","After this, only Keilor Navas with 31, Randall Azofeifa with 32, Michael Barrantes with 31, Carlos Hernandez with 36, and Jose Luis Lopez with 35 exceeded the 30 games.",Realistic,这句话在语法和语义上都是正确的。它列出了几个人的名字和他们的年龄，说明了只有这些人超过了30场比赛。句子结构清晰，没有语法错误，且内容符合常理。,nonstandard,原句和变异句在结构上没有发生倒装变换。在原句中，'with'引导的短语位于所列举的每个人名之后；在变异句中，这些短语仍然位于每个人名之后，没有出现倒装结构，即没有将谓语动词或助动词提前到主语之前。
"This is indeed what the data indicate , particularly in the case of the House .","Indeed this is what the data indicate, particularly in the case of the House.",Realistic,这句话在语法和语义上都是正确的。'Indeed'用于强调接下来的信息，'this is what the data indicate'表明数据指出了某个事实，特别是指出了'House'（这里可能指代某个特定的组织或机构）的情况。整个句子结构清晰，表达明确，没有语法错误，也没有违反常识。,nonstandard,原句中的'indeed'位于句首，并紧跟逗号，表明原本就存在部分倒装。变异句中虽然将'indeed'提前，但未改变原句的基本结构，因为主语和谓语动词的位置并未颠倒，所以不满足倒装变换的要求。
"`` I think you are n't taking me seriously , Phil .","Phil, I don't think you're taking me seriously.",Realistic,这句话在语法和语义上都是正确的。主语使用了第一人称'I'，表示说话者本人，谓语是'don't think'，后面跟着一个宾语从句'youn're taking me seriously'，表达了对Phil的某种看法或感受，即说话者认为Phil没有认真对待他。这种表达在日常英语交流中是常见且合理的。,standard,原句中存在否定副词 'n't' 位于助动词 'are' 之前，构成部分倒装。变异句中，否定副词 'not' 位于主语 'you' 之后，没有使用倒装结构。因此，变异句并未展示出倒装变换。
"If you want more information on the basis of the CHMP recommendations , read the Scientific Discussion ( also part of the EPAR ) .","If you want more information on the basis of the CHMP recommendations, the Scientific Discussion should be read (it is also part of the EPAR).",Realistic,该句子在语法和语义上都是正确的。条件句型（If you want more information）引导了一个关于如何获取信息的建议（the Scientific Discussion should be read），并且提供了额外的信息说明（it is also part of the EPAR），这在语境上是有意义的，没有语法错误，也没有违反常识。,nonstandard,变异句中并没有使用倒装结构。原句是正常语序，而变异句虽然将‘read the Scientific Discussion’改写为‘the Scientific Discussion should be read’，但这并不是倒装，而是被动语态的运用。倒装变换应该是将句子的主语和助动词调换位置，例如：‘Should the Scientific Discussion be read’。
